species,longitude,latitude,source
Eucalyptus sideroxylon,151.050347,-33.882042,University of Sydney
Eucalyptus sideroxylon,151.050332,-33.882067,University of Sydney
Eucalyptus sideroxylon,150.656107,-34.035927,University of Sydney
Eucalyptus sideroxylon,150.656107,-34.035927,University of Sydney
Eucalyptus sideroxylon,150.654951,-34.034576,University of Sydney
Eucalyptus sideroxylon,150.6558,-34.03493,University of Sydney
Eucalyptus sideroxylon,150.655822,-34.034869,University of Sydney
Eucalyptus sideroxylon,150.655899,-34.034878,University of Sydney
Eucalyptus sideroxylon,150.655888,-34.034932,University of Sydney
Eucalyptus sideroxylon,150.656008,-34.034805,University of Sydney
Eucalyptus sideroxylon,150.657594,-34.029014,University of Sydney
Eucalyptus sideroxylon,150.655878,-34.034976,University of Sydney
Eucalyptus sideroxylon,151.04896,-33.882513,University of Sydney
Eucalyptus sideroxylon,151.048983,-33.882554,University of Sydney
Eucalyptus sideroxylon,151.049021,-33.882592,University of Sydney
Eucalyptus sideroxylon,151.049108,-33.882579,University of Sydney
Eucalyptus sideroxylon,151.049217,-33.882514,University of Sydney
Eucalyptus sideroxylon,151.049311,-33.881576,University of Sydney
Eucalyptus microcorys,151.19013,-33.88495,University of Sydney
Eucalyptus microcorys,151.189961,-33.8849,University of Sydney
Eucalyptus microcorys,151.189773,-33.884947,University of Sydney
Eucalyptus microcorys,151.185248,-33.888588,University of Sydney
Eucalyptus microcorys,151.186001,-33.887532,University of Sydney
Eucalyptus microcorys,151.186007,-33.887578,University of Sydney
Eucalyptus microcorys,151.186015,-33.887676,University of Sydney
Eucalyptus microcorys,151.185964,-33.887358,University of Sydney
Eucalyptus microcorys,151.182764,-33.886389,University of Sydney
Eucalyptus microcorys,151.182079,-33.886075,University of Sydney
Eucalyptus microcorys,151.19407,-33.890354,University of Sydney
Eucalyptus microcorys,151.194125,-33.890369,University of Sydney
Eucalyptus microcorys,151.1941,-33.890292,University of Sydney
Eucalyptus microcorys,151.194136,-33.89021,University of Sydney
Eucalyptus microcorys,151.194142,-33.89015,University of Sydney
Eucalyptus microcorys,151.194232,-33.890082,University of Sydney
Eucalyptus microcorys,151.194217,-33.889997,University of Sydney
Eucalyptus microcorys,151.194285,-33.889927,University of Sydney
Eucalyptus microcorys,151.161963,-33.865027,University of Sydney
Eucalyptus microcorys,150.666068,-34.017717,University of Sydney
Eucalyptus microcorys,150.666058,-34.017821,University of Sydney
Eucalyptus microcorys,150.666009,-34.017879,University of Sydney
Eucalyptus microcorys,150.665869,-34.01802,University of Sydney
Eucalyptus microcorys,150.656631,-34.033538,University of Sydney
Eucalyptus microcorys,150.656718,-34.033545,University of Sydney
Eucalyptus microcorys,150.656856,-34.033471,University of Sydney
Eucalyptus microcorys,150.656889,-34.033377,University of Sydney
Eucalyptus microcorys,150.658965,-34.030421,University of Sydney
Eucalyptus microcorys,150.657218,-34.026481,University of Sydney
Eucalyptus microcorys,150.657022,-34.032944,University of Sydney
Eucalyptus microcorys,150.657158,-34.032967,University of Sydney
Eucalyptus microcorys,150.657074,-34.033338,University of Sydney
Eucalyptus microcorys,150.657967,-34.033116,University of Sydney
Eucalyptus microcorys,151.051184,-33.883571,University of Sydney
Eucalyptus microcorys,151.050017,-33.883651,University of Sydney
Eucalyptus microcorys,151.051236,-33.883662,University of Sydney
Eucalyptus microcorys,151.051212,-33.883621,University of Sydney
Eucalyptus microcorys,151.049333,-33.882226,University of Sydney
Eucalyptus microcorys,151.049244,-33.882276,University of Sydney
Eucalyptus microcorys,151.049217,-33.882283,University of Sydney
Eucalyptus microcorys,151.04917,-33.882268,University of Sydney
Eucalyptus microcorys,151.049014,-33.882299,University of Sydney
Eucalyptus microcorys,151.049049,-33.882295,University of Sydney
Eucalyptus microcorys,151.049146,-33.882297,University of Sydney
Eucalyptus microcorys,151.048981,-33.882312,University of Sydney
Eucalyptus microcorys,151.048969,-33.882418,University of Sydney
Eucalyptus microcorys,151.048579,-33.880585,University of Sydney
Eucalyptus microcorys,151.048969,-33.882418,University of Sydney
Eucalyptus microcorys,151.048579,-33.880585,University of Sydney
Eucalyptus microcorys,147.602571,-33.78106,University of Sydney
Eucalyptus microcorys,147.602574,-33.78102,University of Sydney
Eucalyptus microcorys,147.602576,-33.780985,University of Sydney
Eucalyptus microcorys,147.602578,-33.780948,University of Sydney
Eucalyptus microcorys,147.60258,-33.78091,University of Sydney
Eucalyptus microcorys,147.602582,-33.780883,University of Sydney
Eucalyptus microcorys,147.602585,-33.780836,University of Sydney
Eucalyptus microcorys,147.602587,-33.780805,University of Sydney
Eucalyptus microcorys,151.182702,-33.886353,University of Sydney
Eucalyptus microcorys,151.182625,-33.886314,University of Sydney
Eucalyptus microcorys,151.048776,-33.881113,University of Sydney
Eucalyptus microcorys,151.048758,-33.881162,University of Sydney
Eucalyptus microcorys,151.048747,-33.881205,University of Sydney
Eucalyptus saligna,151.192348,-33.889862,University of Sydney
Eucalyptus saligna,151.19241,-33.889878,University of Sydney
Eucalyptus saligna,151.191349,-33.892044,University of Sydney
Eucalyptus saligna,151.192283,-33.889851,University of Sydney
Eucalyptus saligna,150.654114,-34.035731,University of Sydney
Eucalyptus saligna,150.655366,-34.035434,University of Sydney
Eucalyptus saligna,150.655239,-34.03541,University of Sydney
Eucalyptus saligna,151.04845,-33.882806,University of Sydney
Eucalyptus saligna,147.592573,-33.939349,University of Sydney
Eucalyptus saligna,147.592773,-33.936201,University of Sydney
Eucalyptus saligna,147.592767,-33.936299,University of Sydney
Eucalyptus saligna,147.592751,-33.936551,University of Sydney
Eucalyptus saligna,151.182938,-33.886441,University of Sydney
Agonis flexuosa,151.18368,-33.886489,University of Sydney
Agonis flexuosa,151.192719,-33.890369,University of Sydney
Agonis flexuosa,151.048471,-33.883239,University of Sydney
Agonis flexuosa,151.048308,-33.883334,University of Sydney
Agonis flexuosa,151.048558,-33.880769,University of Sydney
Leptospermum petersonii,151.190924,-33.886081,University of Sydney
Leptospermum petersonii,151.192932,-33.888713,University of Sydney
Leptospermum petersonii,151.192773,-33.891253,University of Sydney
Melaleuca styphelioides,151.185639,-33.886635,University of Sydney
Melaleuca styphelioides,151.190147,-33.890499,University of Sydney
Melaleuca styphelioides,151.19153,-33.890278,University of Sydney
Melaleuca styphelioides,151.161884,-33.865404,University of Sydney
Melaleuca styphelioides,151.161857,-33.86592,University of Sydney
Melaleuca styphelioides,151.16186,-33.865862,University of Sydney
Melaleuca styphelioides,151.161865,-33.865772,University of Sydney
Melaleuca styphelioides,150.668105,-34.017476,University of Sydney
Melaleuca styphelioides,150.652978,-34.036286,University of Sydney
Melaleuca styphelioides,150.656171,-34.034877,University of Sydney
Melaleuca styphelioides,150.656411,-34.034569,University of Sydney
Melaleuca styphelioides,150.656415,-34.0345,University of Sydney
Melaleuca styphelioides,150.656596,-34.034348,University of Sydney
Melaleuca styphelioides,150.656557,-34.034227,University of Sydney
Melaleuca styphelioides,151.04875,-33.883482,University of Sydney
Melaleuca styphelioides,151.048773,-33.883465,University of Sydney
Melaleuca styphelioides,151.048753,-33.88335,University of Sydney
Melaleuca styphelioides,150.712575,-33.761692,University of Sydney
Melaleuca styphelioides,150.712342,-33.761338,University of Sydney
Syzygium australe,151.188515,-33.88718,University of Sydney
Syzygium australe,151.188564,-33.887145,University of Sydney
Syzygium australe,151.188612,-33.887147,University of Sydney
Syzygium australe,151.187782,-33.886769,University of Sydney
Syzygium australe,151.187773,-33.886778,University of Sydney
Syzygium australe,151.187768,-33.886789,University of Sydney
Syzygium australe,151.187766,-33.8868,University of Sydney
Syzygium australe,151.187781,-33.886814,University of Sydney
Syzygium australe,151.187787,-33.886823,University of Sydney
Syzygium australe,151.187795,-33.886816,University of Sydney
Syzygium australe,151.187846,-33.886805,University of Sydney
Syzygium australe,151.186443,-33.884962,University of Sydney
Syzygium australe,151.186595,-33.886356,University of Sydney
Syzygium australe,151.1923,-33.890523,University of Sydney
Syzygium australe,151.192302,-33.89054,University of Sydney
Syzygium australe,151.192307,-33.890547,University of Sydney
Syzygium australe,151.19231,-33.89056,University of Sydney
Syzygium australe,151.192316,-33.890571,University of Sydney
Syzygium australe,151.192321,-33.890584,University of Sydney
Syzygium australe,151.192326,-33.890591,University of Sydney
Syzygium australe,151.192329,-33.890604,University of Sydney
Syzygium australe,151.192342,-33.890626,University of Sydney
Syzygium australe,151.192337,-33.890618,University of Sydney
Syzygium australe,151.192346,-33.890635,University of Sydney
Syzygium australe,151.192355,-33.890645,University of Sydney
Syzygium australe,151.192359,-33.890659,University of Sydney
Syzygium australe,151.192366,-33.890667,University of Sydney
Syzygium australe,151.192368,-33.890674,University of Sydney
Syzygium australe,151.192374,-33.890684,University of Sydney
Syzygium australe,151.192383,-33.890704,University of Sydney
Syzygium australe,151.192378,-33.890693,University of Sydney
Syzygium australe,151.192393,-33.890732,University of Sydney
Syzygium australe,151.192403,-33.890745,University of Sydney
Syzygium australe,151.192405,-33.890755,University of Sydney
Syzygium australe,151.192408,-33.890761,University of Sydney
Syzygium australe,151.192413,-33.890772,University of Sydney
Syzygium australe,151.192417,-33.89078,University of Sydney
Syzygium australe,151.192419,-33.890789,University of Sydney
Syzygium australe,151.192424,-33.890802,University of Sydney
Syzygium australe,151.192428,-33.890814,University of Sydney
Syzygium australe,151.192437,-33.890828,University of Sydney
Syzygium australe,151.192443,-33.890838,University of Sydney
Syzygium australe,151.193416,-33.891128,University of Sydney
Syzygium australe,151.193433,-33.891138,University of Sydney
Syzygium australe,151.193448,-33.891143,University of Sydney
Syzygium australe,151.193462,-33.891149,University of Sydney
Syzygium australe,151.193479,-33.891156,University of Sydney
Syzygium australe,151.193501,-33.891165,University of Sydney
Syzygium australe,151.193518,-33.891174,University of Sydney
Syzygium australe,151.193536,-33.89118,University of Sydney
Syzygium australe,151.193553,-33.891191,University of Sydney
Syzygium australe,151.193567,-33.8912,University of Sydney
Syzygium australe,151.193586,-33.891205,University of Sydney
Syzygium australe,151.193601,-33.891214,University of Sydney
Syzygium australe,151.193615,-33.891219,University of Sydney
Syzygium australe,151.193631,-33.891227,University of Sydney
Syzygium australe,151.193643,-33.891235,University of Sydney
Syzygium australe,151.193657,-33.891239,University of Sydney
Syzygium australe,151.193673,-33.891245,University of Sydney
Syzygium australe,151.193688,-33.891253,University of Sydney
Syzygium australe,151.193703,-33.89126,University of Sydney
Syzygium australe,151.193713,-33.891263,University of Sydney
Syzygium australe,151.193728,-33.891269,University of Sydney
Syzygium australe,151.193738,-33.891275,University of Sydney
Syzygium australe,150.655269,-34.034578,University of Sydney
Syzygium australe,150.654819,-34.035146,University of Sydney
Syzygium australe,150.654841,-34.035223,University of Sydney
Syzygium australe,150.654917,-34.035268,University of Sydney
Callistemon viminalis,151.18586,-33.886227,University of Sydney
Callistemon viminalis,151.188644,-33.8875,University of Sydney
Callistemon viminalis,151.188689,-33.887618,University of Sydney
Callistemon viminalis,151.189679,-33.889811,University of Sydney
Callistemon viminalis,151.188753,-33.887986,University of Sydney
Callistemon viminalis,151.183508,-33.886516,University of Sydney
Callistemon viminalis,151.183288,-33.886529,University of Sydney
Callistemon viminalis,151.18363,-33.886689,University of Sydney
Callistemon viminalis,151.18584,-33.886231,University of Sydney
Callistemon viminalis,151.185821,-33.886229,University of Sydney
Callistemon viminalis,151.185805,-33.886229,University of Sydney
Callistemon viminalis,151.190908,-33.890765,University of Sydney
Callistemon viminalis,151.190893,-33.89075,University of Sydney
Callistemon viminalis,151.190868,-33.890757,University of Sydney
Callistemon viminalis,151.190825,-33.890843,University of Sydney
Callistemon viminalis,151.190548,-33.891058,University of Sydney
Callistemon viminalis,151.190559,-33.891067,University of Sydney
Callistemon viminalis,151.189567,-33.891083,University of Sydney
Callistemon viminalis,151.191122,-33.890705,University of Sydney
Callistemon viminalis,151.191138,-33.890719,University of Sydney
Callistemon viminalis,151.19115,-33.890733,University of Sydney
Callistemon viminalis,151.191166,-33.890752,University of Sydney
Callistemon viminalis,151.191178,-33.890767,University of Sydney
Callistemon viminalis,151.191192,-33.890779,University of Sydney
Callistemon viminalis,151.191204,-33.890792,University of Sydney
Callistemon viminalis,151.191216,-33.890814,University of Sydney
Callistemon viminalis,151.191548,-33.890722,University of Sydney
Callistemon viminalis,151.193008,-33.888691,University of Sydney
Callistemon viminalis,151.191771,-33.890588,University of Sydney
Callistemon viminalis,151.191633,-33.890407,University of Sydney
Callistemon viminalis,151.191593,-33.890367,University of Sydney
Callistemon viminalis,151.191584,-33.890353,University of Sydney
Callistemon viminalis,151.19157,-33.89034,University of Sydney
Callistemon viminalis,151.191551,-33.890311,University of Sydney
Callistemon viminalis,151.192878,-33.889114,University of Sydney
Callistemon viminalis,151.194532,-33.889924,University of Sydney
Callistemon viminalis,151.194556,-33.889929,University of Sydney
Callistemon viminalis,151.194581,-33.889936,University of Sydney
Callistemon viminalis,151.194591,-33.889948,University of Sydney
Callistemon viminalis,150.665998,-34.018191,University of Sydney
Callistemon viminalis,150.667938,-34.018421,University of Sydney
Callistemon viminalis,150.65299,-34.03245,University of Sydney
Callistemon viminalis,150.65599,-34.036174,University of Sydney
Callistemon viminalis,150.655561,-34.036429,University of Sydney
Callistemon viminalis,150.655725,-34.036118,University of Sydney
Callistemon viminalis,150.656099,-34.034542,University of Sydney
Callistemon viminalis,150.65621,-34.0348,University of Sydney
Callistemon viminalis,150.656011,-34.03541,University of Sydney
Callistemon viminalis,150.656345,-34.035632,University of Sydney
Callistemon viminalis,150.656127,-34.035475,University of Sydney
Callistemon viminalis,150.656269,-34.035009,University of Sydney
Callistemon viminalis,150.656301,-34.034968,University of Sydney
Callistemon viminalis,150.6569,-34.034112,University of Sydney
Callistemon viminalis,150.657348,-34.029007,University of Sydney
Callistemon viminalis,151.050205,-33.883507,University of Sydney
Callistemon viminalis,151.049428,-33.882185,University of Sydney
Callistemon viminalis,151.048498,-33.882725,University of Sydney
Callistemon viminalis,151.048538,-33.88278,University of Sydney
Callistemon viminalis,151.048571,-33.882765,University of Sydney
Callistemon viminalis,151.048941,-33.881327,University of Sydney
Callistemon viminalis,151.049001,-33.881287,University of Sydney
Callistemon viminalis,151.049292,-33.881003,University of Sydney
Callistemon viminalis,151.049328,-33.881071,University of Sydney
Callistemon viminalis,151.049363,-33.881135,University of Sydney
Callistemon viminalis,151.04938,-33.881176,University of Sydney
Callistemon viminalis,151.049391,-33.881219,University of Sydney
Callistemon viminalis,151.049287,-33.881519,University of Sydney
Callistemon viminalis,151.048,-33.881304,University of Sydney
Callistemon viminalis,151.047829,-33.88141,University of Sydney
Callistemon viminalis,151.047862,-33.881347,University of Sydney
Callistemon viminalis,147.60233,-33.784885,University of Sydney
Callistemon viminalis,147.60233,-33.784887,University of Sydney
Callistemon viminalis,151.049315,-33.881047,University of Sydney
Syzygium francisii,151.188629,-33.885274,University of Sydney
Eucalyptus sp.,151.189845,-33.887603,University of Sydney
Eucalyptus sp.,151.182691,-33.886351,University of Sydney
Eucalyptus sp.,151.18379,-33.886859,University of Sydney
Eucalyptus sp.,151.183634,-33.886755,University of Sydney
Eucalyptus sp.,151.183658,-33.887001,University of Sydney
Eucalyptus sp.,151.18284,-33.887659,University of Sydney
Eucalyptus sp.,151.192446,-33.889377,University of Sydney
Eucalyptus sp.,151.163276,-33.867411,University of Sydney
Eucalyptus sp.,151.050347,-33.881935,University of Sydney
Eucalyptus sp.,150.650588,-34.05592,University of Sydney
Eucalyptus sp.,150.650667,-34.055921,University of Sydney
Eucalyptus sp.,150.666065,-34.0177,University of Sydney
Eucalyptus sp.,150.666181,-34.018353,University of Sydney
Eucalyptus sp.,150.654146,-34.036212,University of Sydney
Eucalyptus sp.,150.653597,-34.036272,University of Sydney
Eucalyptus sp.,150.653861,-34.036055,University of Sydney
Eucalyptus sp.,150.653949,-34.035941,University of Sydney
Eucalyptus sp.,150.654291,-34.035786,University of Sydney
Eucalyptus sp.,150.6548,-34.035846,University of Sydney
Eucalyptus sp.,150.654809,-34.035714,University of Sydney
Eucalyptus sp.,150.655079,-34.035707,University of Sydney
Eucalyptus sp.,150.655565,-34.035783,University of Sydney
Eucalyptus sp.,150.657502,-34.033242,University of Sydney
Eucalyptus sp.,150.657605,-34.033263,University of Sydney
Eucalyptus sp.,150.657698,-34.033259,University of Sydney
Eucalyptus sp.,150.657736,-34.033324,University of Sydney
Eucalyptus sp.,150.657816,-34.033178,University of Sydney
Eucalyptus sp.,150.657879,-34.033357,University of Sydney
Eucalyptus sp.,150.65796,-34.03337,University of Sydney
Eucalyptus sp.,150.65802,-34.033379,University of Sydney
Eucalyptus sp.,150.658001,-34.03333,University of Sydney
Eucalyptus sp.,150.658184,-34.033409,University of Sydney
Eucalyptus sp.,150.658258,-34.033387,University of Sydney
Eucalyptus sp.,150.65831,-34.033431,University of Sydney
Eucalyptus sp.,150.658486,-34.033474,University of Sydney
Eucalyptus sp.,151.049258,-33.883125,University of Sydney
Eucalyptus sp.,151.048089,-33.882711,University of Sydney
Eucalyptus sp.,151.048014,-33.882401,University of Sydney
Eucalyptus sp.,151.049133,-33.880365,University of Sydney
Eucalyptus sp.,151.048298,-33.880172,University of Sydney
Eucalyptus sp.,151.049186,-33.879673,University of Sydney
Eucalyptus sp.,151.04821,-33.880088,University of Sydney
Eucalyptus sp.,151.047408,-33.881272,University of Sydney
Eucalyptus sp.,150.712524,-33.761834,University of Sydney
Eucalyptus sp.,147.602598,-33.780628,University of Sydney
Eucalyptus sp.,147.602586,-33.780819,University of Sydney
Eucalyptus sp.,147.59277,-33.936241,University of Sydney
Eucalyptus sp.,150.667413,-34.017654,University of Sydney
Eucalyptus sp.,151.185495,-33.888669,University of Sydney
Eucalyptus sp.,151.185436,-33.888688,University of Sydney
Eucalyptus sp.,151.185468,-33.888744,University of Sydney
Eucalyptus sp.,151.185237,-33.888724,University of Sydney
Eucalyptus sp.,151.184838,-33.888801,University of Sydney
Eucalyptus sp.,151.185248,-33.888768,University of Sydney
Eucalyptus sp.,151.185062,-33.888818,University of Sydney
Eucalyptus sp.,151.184834,-33.888748,University of Sydney
Eucalyptus sp.,151.19096,-33.885322,University of Sydney
Eucalyptus sp.,151.193096,-33.889223,University of Sydney
Eucalyptus sp.,151.193116,-33.889168,University of Sydney
Eucalyptus sp.,151.193159,-33.889121,University of Sydney
Eucalyptus sp.,151.193217,-33.889087,University of Sydney
Eucalyptus sp.,151.193278,-33.889078,University of Sydney
Eucalyptus sp.,151.193318,-33.889092,University of Sydney
Eucalyptus sp.,151.193359,-33.889109,University of Sydney
Eucalyptus sp.,151.193393,-33.889133,University of Sydney
Eucalyptus robusta,151.190936,-33.884928,University of Sydney
Eucalyptus robusta,150.659158,-34.030336,University of Sydney
Eucalyptus robusta,151.048606,-33.882748,University of Sydney
Eucalyptus robusta,151.048914,-33.879249,University of Sydney
Syzygium 'Cascade',151.188185,-33.886981,University of Sydney
Corymbia citriodora,151.190819,-33.884918,University of Sydney
Corymbia citriodora,151.183579,-33.885437,University of Sydney
Corymbia citriodora,151.18316,-33.885884,University of Sydney
Corymbia citriodora,151.183065,-33.885894,University of Sydney
Corymbia citriodora,151.181894,-33.885739,University of Sydney
Corymbia citriodora,151.181817,-33.885758,University of Sydney
Corymbia citriodora,151.181745,-33.885772,University of Sydney
Corymbia citriodora,151.183639,-33.886668,University of Sydney
Corymbia citriodora,151.184193,-33.885497,University of Sydney
Corymbia citriodora,151.181672,-33.885834,University of Sydney
Corymbia citriodora,151.183556,-33.886882,University of Sydney
Corymbia citriodora,151.189788,-33.890412,University of Sydney
Corymbia citriodora,151.191175,-33.89055,University of Sydney
Corymbia citriodora,151.191222,-33.890528,University of Sydney
Corymbia citriodora,151.191285,-33.890493,University of Sydney
Corymbia citriodora,151.19139,-33.890434,University of Sydney
Corymbia citriodora,151.191831,-33.890499,University of Sydney
Corymbia citriodora,151.19186,-33.890485,University of Sydney
Corymbia citriodora,151.19179,-33.890452,University of Sydney
Corymbia citriodora,151.19182,-33.890429,University of Sydney
Corymbia citriodora,151.191745,-33.890385,University of Sydney
Corymbia citriodora,151.191777,-33.890369,University of Sydney
Corymbia citriodora,151.19171,-33.890345,University of Sydney
Corymbia citriodora,151.191741,-33.890328,University of Sydney
Corymbia citriodora,151.191677,-33.89029,University of Sydney
Corymbia citriodora,151.191707,-33.890272,University of Sydney
Corymbia citriodora,151.191479,-33.890024,University of Sydney
Corymbia citriodora,151.191522,-33.890005,University of Sydney
Corymbia citriodora,151.191437,-33.889966,University of Sydney
Corymbia citriodora,151.191481,-33.889946,University of Sydney
Corymbia citriodora,151.191386,-33.889917,University of Sydney
Corymbia citriodora,151.191431,-33.88989,University of Sydney
Corymbia citriodora,151.191347,-33.889855,University of Sydney
Corymbia citriodora,151.191386,-33.889833,University of Sydney
Corymbia citriodora,151.191292,-33.889811,University of Sydney
Corymbia citriodora,151.191322,-33.889789,University of Sydney
Corymbia citriodora,151.191418,-33.889744,University of Sydney
Corymbia citriodora,151.19145,-33.889729,University of Sydney
Corymbia citriodora,151.191477,-33.889716,University of Sydney
Corymbia citriodora,151.191507,-33.889701,University of Sydney
Corymbia citriodora,151.191537,-33.889686,University of Sydney
Corymbia citriodora,151.191562,-33.889671,University of Sydney
Corymbia citriodora,151.191594,-33.889656,University of Sydney
Corymbia citriodora,151.191622,-33.889637,University of Sydney
Corymbia citriodora,151.191645,-33.889621,University of Sydney
Corymbia citriodora,151.191678,-33.889604,University of Sydney
Corymbia citriodora,151.191702,-33.889591,University of Sydney
Corymbia citriodora,151.191738,-33.889571,University of Sydney
Corymbia citriodora,151.191767,-33.889556,University of Sydney
Corymbia citriodora,151.191802,-33.889535,University of Sydney
Corymbia citriodora,151.191833,-33.889517,University of Sydney
Corymbia citriodora,151.191669,-33.889691,University of Sydney
Corymbia citriodora,151.191635,-33.889704,University of Sydney
Corymbia citriodora,151.191604,-33.889721,University of Sydney
Corymbia citriodora,151.191573,-33.88974,University of Sydney
Corymbia citriodora,151.191549,-33.889752,University of Sydney
Corymbia citriodora,151.191519,-33.889767,University of Sydney
Corymbia citriodora,151.191494,-33.889781,University of Sydney
Corymbia citriodora,151.191463,-33.889797,University of Sydney
Corymbia citriodora,151.191504,-33.88985,University of Sydney
Corymbia citriodora,151.191535,-33.889833,University of Sydney
Corymbia citriodora,151.191564,-33.889817,University of Sydney
Corymbia citriodora,151.19159,-33.889805,University of Sydney
Corymbia citriodora,151.191622,-33.889789,University of Sydney
Corymbia citriodora,151.191619,-33.889869,University of Sydney
Corymbia citriodora,151.191576,-33.889888,University of Sydney
Corymbia citriodora,151.191551,-33.889905,University of Sydney
Corymbia citriodora,151.191594,-33.889956,University of Sydney
Corymbia citriodora,151.191621,-33.889942,University of Sydney
Corymbia citriodora,151.191821,-33.890194,University of Sydney
Corymbia citriodora,151.191799,-33.890209,University of Sydney
Corymbia citriodora,151.191895,-33.890239,University of Sydney
Corymbia citriodora,151.191865,-33.890252,University of Sydney
Corymbia citriodora,151.191838,-33.890274,University of Sydney
Corymbia citriodora,151.191877,-33.89032,University of Sydney
Corymbia citriodora,151.191911,-33.890305,University of Sydney
Corymbia citriodora,151.191935,-33.890287,University of Sydney
Corymbia citriodora,151.191964,-33.890274,University of Sydney
Corymbia citriodora,151.192061,-33.890297,University of Sydney
Corymbia citriodora,151.192034,-33.890315,University of Sydney
Corymbia citriodora,151.191991,-33.890337,University of Sydney
Corymbia citriodora,151.191956,-33.890359,University of Sydney
Corymbia citriodora,151.191915,-33.890379,University of Sydney
Corymbia citriodora,151.191991,-33.890409,University of Sydney
Corymbia citriodora,151.192021,-33.890398,University of Sydney
Corymbia citriodora,151.192047,-33.890382,University of Sydney
Corymbia citriodora,151.192076,-33.890368,University of Sydney
Corymbia citriodora,151.192104,-33.890354,University of Sydney
Corymbia citriodora,151.192183,-33.890307,University of Sydney
Corymbia citriodora,151.192213,-33.89029,University of Sydney
Corymbia citriodora,151.192246,-33.890276,University of Sydney
Corymbia citriodora,151.192344,-33.890292,University of Sydney
Corymbia citriodora,151.192285,-33.890326,University of Sydney
Corymbia citriodora,151.192261,-33.890338,University of Sydney
Corymbia citriodora,151.192231,-33.890362,University of Sydney
Corymbia citriodora,151.192198,-33.890375,University of Sydney
Corymbia citriodora,151.192145,-33.8904,University of Sydney
Corymbia citriodora,151.192117,-33.890416,University of Sydney
Corymbia citriodora,151.192095,-33.890431,University of Sydney
Corymbia citriodora,151.192033,-33.890467,University of Sydney
Corymbia citriodora,151.192003,-33.890483,University of Sydney
Corymbia citriodora,151.194606,-33.889981,University of Sydney
Corymbia citriodora,151.19213,-33.890335,University of Sydney
Corymbia citriodora,151.192158,-33.890322,University of Sydney
Corymbia citriodora,151.191899,-33.890541,University of Sydney
Corymbia citriodora,151.191871,-33.89056,University of Sydney
Corymbia citriodora,151.161732,-33.86472,University of Sydney
Corymbia citriodora,151.161787,-33.865253,University of Sydney
Corymbia citriodora,151.050522,-33.882414,University of Sydney
Corymbia citriodora,150.645854,-34.053793,University of Sydney
Corymbia citriodora,150.645766,-34.053684,University of Sydney
Corymbia citriodora,150.654951,-34.036531,University of Sydney
Corymbia citriodora,150.654881,-34.036521,University of Sydney
Corymbia citriodora,150.654604,-34.036479,University of Sydney
Corymbia citriodora,150.654928,-34.036379,University of Sydney
Corymbia citriodora,150.654983,-34.036316,University of Sydney
Corymbia citriodora,150.653494,-34.03407,University of Sydney
Corymbia citriodora,150.654971,-34.034455,University of Sydney
Corymbia citriodora,150.656497,-34.03453,University of Sydney
Corymbia citriodora,150.65675,-34.034137,University of Sydney
Corymbia citriodora,150.657208,-34.032418,University of Sydney
Corymbia citriodora,150.657367,-34.032289,University of Sydney
Corymbia citriodora,150.65728,-34.032216,University of Sydney
Corymbia citriodora,150.65806,-34.030267,University of Sydney
Corymbia citriodora,150.658225,-34.030152,University of Sydney
Corymbia citriodora,150.658241,-34.030115,University of Sydney
Corymbia citriodora,150.658539,-34.030238,University of Sydney
Corymbia citriodora,150.658556,-34.030166,University of Sydney
Corymbia citriodora,150.658581,-34.030109,University of Sydney
Corymbia citriodora,150.658992,-34.030625,University of Sydney
Corymbia citriodora,150.657721,-34.029684,University of Sydney
Corymbia citriodora,150.65781,-34.029511,University of Sydney
Corymbia citriodora,150.657823,-34.029357,University of Sydney
Corymbia citriodora,150.657872,-34.02923,University of Sydney
Corymbia citriodora,151.050574,-33.882462,University of Sydney
Corymbia citriodora,151.050796,-33.882809,University of Sydney
Corymbia citriodora,151.050655,-33.882908,University of Sydney
Corymbia citriodora,151.05064,-33.882888,University of Sydney
Corymbia citriodora,151.050632,-33.882854,University of Sydney
Corymbia citriodora,151.050613,-33.882871,University of Sydney
Corymbia citriodora,151.050625,-33.882825,University of Sydney
Corymbia citriodora,151.050589,-33.882829,University of Sydney
Corymbia citriodora,151.050567,-33.882722,University of Sydney
Corymbia citriodora,151.050559,-33.882711,University of Sydney
Corymbia citriodora,151.050529,-33.882697,University of Sydney
Corymbia citriodora,151.050539,-33.882678,University of Sydney
Corymbia citriodora,151.050499,-33.882573,University of Sydney
Corymbia citriodora,151.050488,-33.882564,University of Sydney
Corymbia citriodora,151.050474,-33.882538,University of Sydney
Corymbia citriodora,151.050443,-33.882551,University of Sydney
Corymbia citriodora,151.050451,-33.882504,University of Sydney
Corymbia citriodora,151.050411,-33.88253,University of Sydney
Corymbia citriodora,147.602666,-33.779543,University of Sydney
Corymbia citriodora,151.192508,-33.889322,University of Sydney
Corymbia citriodora,151.192429,-33.889382,University of Sydney
Tristaniopsis laurina,151.188716,-33.887995,University of Sydney
Tristaniopsis laurina,151.184002,-33.886179,University of Sydney
Tristaniopsis laurina,151.184065,-33.886163,University of Sydney
Tristaniopsis laurina,151.18412,-33.886163,University of Sydney
Tristaniopsis laurina,151.184159,-33.886157,University of Sydney
